book,chapter,verse,genre,word_node,word,lex,pos,word_utf8,gloss,lex_clean
Deuteronomium,12,2,Law,100334,אַבֵּ֣ד,>BD[,verb,אַבֵּ֣ד,perish,>BD[
Deuteronomium,12,2,Law,100335,תְּ֠אַבְּדוּן,>BD[,verb,תְּ֠אַבְּדוּן,perish,>BD[
Deuteronomium,12,2,Law,100337,כָּל־,KL/,subs,כָּל,whole,KL/
Deuteronomium,12,2,Law,100339,מְּקֹמֹ֞ות,MQWM/,subs,מְּקֹמֹ֞ות,place,MQWM/
Deuteronomium,12,2,Law,100341,עָֽבְדוּ־,<BD[,verb,עָֽבְדוּ,"work, serve",<BD[
Deuteronomium,12,2,Law,100342,שָׁ֣ם,CM,advb,שָׁ֣ם,there,CM
Deuteronomium,12,2,Law,100344,גֹּויִ֗ם,GWJ/,subs,גֹּויִ֗ם,people,GWJ/
Deuteronomium,12,2,Law,100347,יֹרְשִׁ֥ים,JRC[,verb,יֹרְשִׁ֥ים,trample down,JRC[
Deuteronomium,12,2,Law,100350,אֱלֹהֵיהֶ֑ם,>LHJM/,subs,אֱלֹהֵיהֶ֑ם,god(s),>LHJM/
Deuteronomium,12,2,Law,100353,הָרִ֤ים,HR/,subs,הָרִ֤ים,mountain,HR/
Deuteronomium,12,2,Law,100355,רָמִים֙,RWM[,verb,רָמִים֙,be high,RWM[
Deuteronomium,12,2,Law,100359,גְּבָעֹ֔ות,GB<H/,subs,גְּבָעֹ֔ות,hill,GB<H/
Deuteronomium,12,2,Law,100361,תַ֖חַת,TXT/,subs,תַ֖חַת,under part,TXT/
Deuteronomium,12,2,Law,100362,כָּל־,KL/,subs,כָּל,whole,KL/
Deuteronomium,12,2,Law,100363,עֵ֥ץ,<Y/,subs,עֵ֥ץ,tree,<Y/
Deuteronomium,12,2,Law,100364,רַעֲנָן׃,R<NN/,adjv,רַעֲנָן,luxuriant,R<NN/
Deuteronomium,12,3,Law,100366,נִתַּצְתֶּ֣ם,NTY[,verb,נִתַּצְתֶּ֣ם,break,NTY[
Deuteronomium,12,3,Law,100368,מִזְבּחֹתָ֗ם,MZBX/,subs,מִזְבּחֹתָ֗ם,altar,MZBX/
Deuteronomium,12,3,Law,100370,שִׁבַּרְתֶּם֙,CBR[,verb,שִׁבַּרְתֶּם֙,break,CBR[
Deuteronomium,12,3,Law,100372,מַצֵּ֣בֹתָ֔ם,MYBH/,subs,מַצֵּ֣בֹתָ֔ם,massebe,MYBH/
Deuteronomium,12,3,Law,100374,אֲשֵֽׁרֵיהֶם֙,>CRH/,subs,אֲשֵֽׁרֵיהֶם֙,asherah,>CRH/
Deuteronomium,12,3,Law,100375,תִּשְׂרְפ֣וּן,FRP[,verb,תִּשְׂרְפ֣וּן,burn,FRP[
Deuteronomium,12,3,Law,100378,אֵ֔שׁ,>C/,subs,אֵ֔שׁ,fire,>C/
Deuteronomium,12,3,Law,100380,פְסִילֵ֥י,PSJL/,subs,פְסִילֵ֥י,idol,PSJL/
Deuteronomium,12,3,Law,100381,אֱלֹֽהֵיהֶ֖ם,>LHJM/,subs,אֱלֹֽהֵיהֶ֖ם,god(s),>LHJM/
Deuteronomium,12,3,Law,100382,תְּגַדֵּע֑וּן,GD<[,verb,תְּגַדֵּע֑וּן,cut off,GD<[
Deuteronomium,12,3,Law,100384,אִבַּדְתֶּ֣ם,>BD[,verb,אִבַּדְתֶּ֣ם,perish,>BD[
Deuteronomium,12,3,Law,100386,שְׁמָ֔ם,CM/,subs,שְׁמָ֔ם,name,CM/
Deuteronomium,12,3,Law,100389,מָּקֹ֖ום,MQWM/,subs,מָּקֹ֖ום,place,MQWM/
Deuteronomium,12,4,Law,100393,תַעֲשׂ֣וּן,<FH[,verb,תַעֲשׂ֣וּן,make,<FH[
Deuteronomium,12,4,Law,100394,כֵּ֔ן,KN,advb,כֵּ֔ן,thus,KN
Deuteronomium,12,4,Law,100397,אֱלֹהֵיכֶֽם׃,>LHJM/,subs,אֱלֹהֵיכֶֽם,god(s),>LHJM/
Deuteronomium,12,5,Law,100402,מָּקֹ֞ום,MQWM/,subs,מָּקֹ֞ום,place,MQWM/
Deuteronomium,12,5,Law,100404,יִבְחַ֨ר,BXR[,verb,יִבְחַ֨ר,examine,BXR[
Deuteronomium,12,5,Law,100406,אֱלֹֽהֵיכֶם֙,>LHJM/,subs,אֱלֹֽהֵיכֶם֙,god(s),>LHJM/
Deuteronomium,12,5,Law,100408,כָּל־,KL/,subs,כָּל,whole,KL/
Deuteronomium,12,5,Law,100409,שִׁבְטֵיכֶ֔ם,CBV/,subs,שִׁבְטֵיכֶ֔ם,rod,CBV/
Deuteronomium,12,5,Law,100411,שׂ֥וּם,FJM[,verb,שׂ֥וּם,put,FJM[
Deuteronomium,12,5,Law,100413,שְׁמֹ֖ו,CM/,subs,שְׁמֹ֖ו,name,CM/
Deuteronomium,12,5,Law,100414,שָׁ֑ם,CM,advb,שָׁ֑ם,there,CM
Deuteronomium,12,5,Law,100416,שִׁכְנֹ֥ו,CKN[,verb,שִׁכְנֹ֥ו,dwell,CKN[
Deuteronomium,12,5,Law,100417,תִדְרְשׁ֖וּ,DRC[,verb,תִדְרְשׁ֖וּ,inquire,DRC[
Deuteronomium,12,5,Law,100419,בָ֥אתָ,BW>[,verb,בָ֥אתָ,come,BW>[
Deuteronomium,12,5,Law,100420,שָֽׁמָּה׃,CM,advb,שָֽׁמָּה,there,CM
Deuteronomium,12,6,Law,100422,הֲבֵאתֶ֣ם,BW>[,verb,הֲבֵאתֶ֣ם,come,BW>[
Deuteronomium,12,6,Law,100423,שָׁ֗מָּה,CM,advb,שָׁ֗מָּה,there,CM
Deuteronomium,12,6,Law,100424,עֹלֹֽתֵיכֶם֙,<LH/,subs,עֹלֹֽתֵיכֶם֙,burnt-offering,<LH/
Deuteronomium,12,6,Law,100426,זִבְחֵיכֶ֔ם,ZBX/,subs,זִבְחֵיכֶ֔ם,sacrifice,ZBX/
Deuteronomium,12,6,Law,100429,מַעְשְׂרֹ֣תֵיכֶ֔ם,M<FR/,subs,מַעְשְׂרֹ֣תֵיכֶ֔ם,tenth,M<FR/
Deuteronomium,12,6,Law,100432,תְּרוּמַ֣ת,TRWMH/,subs,תְּרוּמַ֣ת,contribution,TRWMH/
Deuteronomium,12,6,Law,100433,יֶדְכֶ֑ם,JD/,subs,יֶדְכֶ֑ם,hand,JD/
Deuteronomium,12,6,Law,100435,נִדְרֵיכֶם֙,NDR/,subs,נִדְרֵיכֶם֙,vow,NDR/
Deuteronomium,12,6,Law,100437,נִדְבֹ֣תֵיכֶ֔ם,NDBH/,subs,נִדְבֹ֣תֵיכֶ֔ם,free will,NDBH/
Deuteronomium,12,6,Law,100439,בְכֹרֹ֥ת,BKR/,subs,בְכֹרֹ֥ת,first-born,BKR/
Deuteronomium,12,6,Law,100440,בְּקַרְכֶ֖ם,BQR/,subs,בְּקַרְכֶ֖ם,cattle,BQR/
Deuteronomium,12,6,Law,100442,צֹאנְכֶֽם׃,Y>N/,subs,צֹאנְכֶֽם,cattle,Y>N/
Deuteronomium,12,7,Law,100444,אֲכַלְתֶּם־,>KL[,verb,אֲכַלְתֶּם,eat,>KL[
Deuteronomium,12,7,Law,100445,שָׁ֗ם,CM,advb,שָׁ֗ם,there,CM
Deuteronomium,12,7,Law,100447,פְנֵי֙,PNH/,subs,פְנֵי֙,face,PNH/
Deuteronomium,12,7,Law,100449,אֱלֹֽהֵיכֶ֔ם,>LHJM/,subs,אֱלֹֽהֵיכֶ֔ם,god(s),>LHJM/
Deuteronomium,12,7,Law,100451,שְׂמַחְתֶּ֗ם,FMX[,verb,שְׂמַחְתֶּ֗ם,rejoice,FMX[
Deuteronomium,12,7,Law,100453,כֹל֙,KL/,subs,כֹל֙,whole,KL/
Deuteronomium,12,7,Law,100454,מִשְׁלַ֣ח,MCLX/,subs,מִשְׁלַ֣ח,undertaking,MCLX/
Deuteronomium,12,7,Law,100455,יֶדְכֶ֔ם,JD/,subs,יֶדְכֶ֔ם,hand,JD/
Deuteronomium,12,7,Law,100458,בָתֵּיכֶ֑ם,BJT/,subs,בָתֵּיכֶ֑ם,house,BJT/
Deuteronomium,12,7,Law,100460,בֵּֽרַכְךָ֖,BRK[,verb,בֵּֽרַכְךָ֖,bless,BRK[
Deuteronomium,12,7,Law,100462,אֱלֹהֶֽיךָ׃,>LHJM/,subs,אֱלֹהֶֽיךָ,god(s),>LHJM/
Deuteronomium,12,8,Law,100464,תַעֲשׂ֔וּן,<FH[,verb,תַעֲשׂ֔וּן,make,<FH[
Deuteronomium,12,8,Law,100466,כֹל,KL/,subs,כֹל,whole,KL/
Deuteronomium,12,8,Law,100469,עֹשִׂ֛ים,<FH[,verb,עֹשִׂ֛ים,make,<FH[
Deuteronomium,12,8,Law,100470,פֹּ֖ה,PH,advb,פֹּ֖ה,here,PH
Deuteronomium,12,8,Law,100472,יֹּ֑ום,JWM/,subs,יֹּ֑ום,day,JWM/
Deuteronomium,12,8,Law,100473,אִ֖ישׁ,>JC/,subs,אִ֖ישׁ,man,>JC/
Deuteronomium,12,8,Law,100474,כָּל־,KL/,subs,כָּל,whole,KL/
Deuteronomium,12,8,Law,100476,יָּשָׁ֥ר,JCR/,adjv,יָּשָׁ֥ר,right,JCR/
Deuteronomium,12,8,Law,100478,עֵינָֽיו׃,<JN/,subs,עֵינָֽיו,eye,<JN/
Deuteronomium,12,9,Law,100481,בָּאתֶ֖ם,BW>[,verb,בָּאתֶ֖ם,come,BW>[
Deuteronomium,12,9,Law,100483,עָ֑תָּה,<TH,advb,עָ֑תָּה,now,<TH
Deuteronomium,12,9,Law,100486,מְּנוּחָה֙,MNWXH/,subs,מְּנוּחָה֙,resting place,MNWXH/
Deuteronomium,12,9,Law,100490,נַּחֲלָ֔ה,NXLH/,subs,נַּחֲלָ֔ה,heritage,NXLH/
Deuteronomium,12,9,Law,100493,אֱלֹהֶ֖יךָ,>LHJM/,subs,אֱלֹהֶ֖יךָ,god(s),>LHJM/
Deuteronomium,12,9,Law,100494,נֹתֵ֥ן,NTN[,verb,נֹתֵ֥ן,give,NTN[
Deuteronomium,12,10,Law,100497,עֲבַרְתֶּם֮,<BR[,verb,עֲבַרְתֶּם֮,pass,<BR[
Deuteronomium,12,10,Law,100502,ישַׁבְתֶּ֣ם,JCB[,verb,ישַׁבְתֶּ֣ם,sit,JCB[
Deuteronomium,12,10,Law,100505,אָ֔רֶץ,>RY/,subs,אָ֔רֶץ,earth,>RY/
Deuteronomium,12,10,Law,100508,אֱלֹהֵיכֶ֖ם,>LHJM/,subs,אֱלֹהֵיכֶ֖ם,god(s),>LHJM/
Deuteronomium,12,10,Law,100509,מַנְחִ֣יל,NXL[,verb,מַנְחִ֣יל,take possession,NXL[
Deuteronomium,12,10,Law,100512,הֵנִ֨יחַ,NWX[,verb,הֵנִ֨יחַ,settle,NWX[
Deuteronomium,12,10,Law,100515,כָּל־,KL/,subs,כָּל,whole,KL/
Deuteronomium,12,10,Law,100516,אֹיְבֵיכֶ֛ם,>JB[,verb,אֹיְבֵיכֶ֛ם,be hostile,>JB[
Deuteronomium,12,10,Law,100518,סָּבִ֖יב,SBJB/,subs,סָּבִ֖יב,surrounding,SBJB/
Deuteronomium,12,10,Law,100520,ישַׁבְתֶּם־,JCB[,verb,ישַׁבְתֶּם,sit,JCB[
Deuteronomium,12,10,Law,100521,בֶּֽטַח׃,BVX/,subs,בֶּֽטַח,trust,BVX/
Deuteronomium,12,11,Law,100523,הָיָ֣ה,HJH[,verb,הָיָ֣ה,be,HJH[
Deuteronomium,12,11,Law,100525,מָּקֹ֗ום,MQWM/,subs,מָּקֹ֗ום,place,MQWM/
Deuteronomium,12,11,Law,100527,יִבְחַר֩,BXR[,verb,יִבְחַר֩,examine,BXR[
Deuteronomium,12,11,Law,100529,אֱלֹהֵיכֶ֥ם,>LHJM/,subs,אֱלֹהֵיכֶ֥ם,god(s),>LHJM/
Deuteronomium,12,11,Law,100532,שַׁכֵּ֤ן,CKN[,verb,שַׁכֵּ֤ן,dwell,CKN[
Deuteronomium,12,11,Law,100533,שְׁמֹו֙,CM/,subs,שְׁמֹו֙,name,CM/
Deuteronomium,12,11,Law,100534,שָׁ֔ם,CM,advb,שָׁ֔ם,there,CM
Deuteronomium,12,11,Law,100535,שָׁ֣מָּה,CM,advb,שָׁ֣מָּה,there,CM
Deuteronomium,12,11,Law,100536,תָבִ֔יאוּ,BW>[,verb,תָבִ֔יאוּ,come,BW>[
Deuteronomium,12,11,Law,100538,כָּל־,KL/,subs,כָּל,whole,KL/
Deuteronomium,12,11,Law,100541,מְצַוֶּ֣ה,YWH[,verb,מְצַוֶּ֣ה,command,YWH[
Deuteronomium,12,11,Law,100543,עֹולֹתֵיכֶ֣ם,<LH/,subs,עֹולֹתֵיכֶ֣ם,burnt-offering,<LH/
Deuteronomium,12,11,Law,100545,זִבְחֵיכֶ֗ם,ZBX/,subs,זִבְחֵיכֶ֗ם,sacrifice,ZBX/
Deuteronomium,12,11,Law,100546,מַעְשְׂרֹֽתֵיכֶם֙,M<FR/,subs,מַעְשְׂרֹֽתֵיכֶם֙,tenth,M<FR/
Deuteronomium,12,11,Law,100548,תְרֻמַ֣ת,TRWMH/,subs,תְרֻמַ֣ת,contribution,TRWMH/
Deuteronomium,12,11,Law,100549,יֶדְכֶ֔ם,JD/,subs,יֶדְכֶ֔ם,hand,JD/
Deuteronomium,12,11,Law,100551,כֹל֙,KL/,subs,כֹל֙,whole,KL/
Deuteronomium,12,11,Law,100552,מִבְחַ֣ר,MBXR/,subs,מִבְחַ֣ר,choice,MBXR/
Deuteronomium,12,11,Law,100553,נִדְרֵיכֶ֔ם,NDR/,subs,נִדְרֵיכֶ֔ם,vow,NDR/
Deuteronomium,12,11,Law,100555,תִּדְּר֖וּ,NDR[,verb,תִּדְּר֖וּ,vow,NDR[
Deuteronomium,12,12,Law,100559,שְׂמַחְתֶּ֗ם,FMX[,verb,שְׂמַחְתֶּ֗ם,rejoice,FMX[
Deuteronomium,12,12,Law,100561,פְנֵי֮,PNH/,subs,פְנֵי֮,face,PNH/
Deuteronomium,12,12,Law,100563,אֱלֹֽהֵיכֶם֒,>LHJM/,subs,אֱלֹֽהֵיכֶם֒,god(s),>LHJM/
Deuteronomium,12,12,Law,100566,בְנֵיכֶם֙,BN/,subs,בְנֵיכֶם֙,son,BN/
Deuteronomium,12,12,Law,100568,בְנֹ֣תֵיכֶ֔ם,BT/,subs,בְנֹ֣תֵיכֶ֔ם,daughter,BT/
Deuteronomium,12,12,Law,100570,עַבְדֵיכֶ֖ם,<BD/,subs,עַבְדֵיכֶ֖ם,servant,<BD/
Deuteronomium,12,12,Law,100572,אַמְהֹתֵיכֶ֑ם,>MH/,subs,אַמְהֹתֵיכֶ֑ם,handmaid,>MH/
Deuteronomium,12,12,Law,100575,לֵּוִי֙,LWJ/,adjv,לֵּוִי֙,Levite,LWJ/
Deuteronomium,12,12,Law,100578,שַֽׁעֲרֵיכֶ֔ם,C<R/,subs,שַֽׁעֲרֵיכֶ֔ם,gate,C<R/
Deuteronomium,12,12,Law,100580,אֵ֥ין,>JN/,subs,אֵ֥ין,<NEG>,>JN/
Deuteronomium,12,12,Law,100582,חֵ֥לֶק,XLQ/,subs,חֵ֥לֶק,share,XLQ/
Deuteronomium,12,12,Law,100584,נַחֲלָ֖ה,NXLH/,subs,נַחֲלָ֖ה,heritage,NXLH/
Deuteronomium,12,13,Law,100586,הִשָּׁ֣מֶר,CMR[,verb,הִשָּׁ֣מֶר,keep,CMR[
Deuteronomium,12,13,Law,100589,תַּעֲלֶ֖ה,<LH[,verb,תַּעֲלֶ֖ה,ascend,<LH[
Deuteronomium,12,13,Law,100590,עֹלֹתֶ֑יךָ,<LH/,subs,עֹלֹתֶ֑יךָ,burnt-offering,<LH/
Deuteronomium,12,13,Law,100592,כָל־,KL/,subs,כָל,whole,KL/
Deuteronomium,12,13,Law,100593,מָקֹ֖ום,MQWM/,subs,מָקֹ֖ום,place,MQWM/
Deuteronomium,12,13,Law,100595,תִּרְאֶֽה׃,R>H[,verb,תִּרְאֶֽה,see,R>H[
Deuteronomium,12,14,Law,100600,מָּקֹ֞ום,MQWM/,subs,מָּקֹ֞ום,place,MQWM/
Deuteronomium,12,14,Law,100602,יִבְחַ֤ר,BXR[,verb,יִבְחַ֤ר,examine,BXR[
Deuteronomium,12,14,Law,100605,אַחַ֣ד,>XD/,subs,אַחַ֣ד,one,>XD/
Deuteronomium,12,14,Law,100606,שְׁבָטֶ֔יךָ,CBV/,subs,שְׁבָטֶ֔יךָ,rod,CBV/
Deuteronomium,12,14,Law,100607,שָׁ֖ם,CM,advb,שָׁ֖ם,there,CM
Deuteronomium,12,14,Law,100608,תַּעֲלֶ֣ה,<LH[,verb,תַּעֲלֶ֣ה,ascend,<LH[
Deuteronomium,12,14,Law,100609,עֹלֹתֶ֑יךָ,<LH/,subs,עֹלֹתֶ֑יךָ,burnt-offering,<LH/
Deuteronomium,12,14,Law,100611,שָׁ֣ם,CM,advb,שָׁ֣ם,there,CM
Deuteronomium,12,14,Law,100612,תַּעֲשֶׂ֔ה,<FH[,verb,תַּעֲשֶׂ֔ה,make,<FH[
Deuteronomium,12,14,Law,100613,כֹּ֛ל,KL/,subs,כֹּ֛ל,whole,KL/
Deuteronomium,12,14,Law,100616,מְצַוֶּֽךָּ׃,YWH[,verb,מְצַוֶּֽךָּ,command,YWH[
Deuteronomium,12,15,Law,100617,רַק֩,RQ,advb,רַק֩,only,RQ
Deuteronomium,12,15,Law,100619,כָל־,KL/,subs,כָל,whole,KL/
Deuteronomium,12,15,Law,100620,אַוַּ֨ת,>WH/,subs,אַוַּ֨ת,desire,>WH/
Deuteronomium,12,15,Law,100621,נַפְשְׁךָ֜,NPC/,subs,נַפְשְׁךָ֜,soul,NPC/
Deuteronomium,12,15,Law,100622,תִּזְבַּ֣ח׀,ZBX[,verb,תִּזְבַּ֣ח,slaughter,ZBX[
Deuteronomium,12,15,Law,100624,אָכַלְתָּ֣,>KL[,verb,אָכַלְתָּ֣,eat,>KL[
Deuteronomium,12,15,Law,100625,בָשָׂ֗ר,BFR/,subs,בָשָׂ֗ר,flesh,BFR/
Deuteronomium,12,15,Law,100627,בִרְכַּ֨ת,BRKH/,subs,בִרְכַּ֨ת,blessing,BRKH/
Deuteronomium,12,15,Law,100629,אֱלֹהֶ֛יךָ,>LHJM/,subs,אֱלֹהֶ֛יךָ,god(s),>LHJM/
Deuteronomium,12,15,Law,100631,נָֽתַן־,NTN[,verb,נָֽתַן,give,NTN[
Deuteronomium,12,15,Law,100634,כָל־,KL/,subs,כָל,whole,KL/
Deuteronomium,12,15,Law,100635,שְׁעָרֶ֑יךָ,C<R/,subs,שְׁעָרֶ֑יךָ,gate,C<R/
Deuteronomium,12,15,Law,100637,טָּמֵ֤א,VM>/,adjv,טָּמֵ֤א,unclean,VM>/
Deuteronomium,12,15,Law,100640,טָּהֹור֙,VHR/,adjv,טָּהֹור֙,pure,VHR/
Deuteronomium,12,15,Law,100641,יֹאכְלֶ֔נּוּ,>KL[,verb,יֹאכְלֶ֔נּוּ,eat,>KL[
Deuteronomium,12,15,Law,100644,צְּבִ֖י,YBJ=/,subs,צְּבִ֖י,gazelle,YBJ=/
Deuteronomium,12,15,Law,100648,אַיָּֽל׃,>JL/,subs,אַיָּֽל,fallow-buck,>JL/
Deuteronomium,12,16,Law,100649,רַ֥ק,RQ,advb,רַ֥ק,only,RQ
Deuteronomium,12,16,Law,100651,דָּ֖ם,DM/,subs,דָּ֖ם,blood,DM/
Deuteronomium,12,16,Law,100653,תֹאכֵ֑לוּ,>KL[,verb,תֹאכֵ֑לוּ,eat,>KL[
Deuteronomium,12,16,Law,100656,אָ֥רֶץ,>RY/,subs,אָ֥רֶץ,earth,>RY/
Deuteronomium,12,16,Law,100657,תִּשְׁפְּכֶ֖נּוּ,CPK[,verb,תִּשְׁפְּכֶ֖נּוּ,pour,CPK[
Deuteronomium,12,16,Law,100660,מָּֽיִם׃,MJM/,subs,מָּֽיִם,water,MJM/
Deuteronomium,12,17,Law,100662,תוּכַ֞ל,JKL[,verb,תוּכַ֞ל,be able,JKL[
Deuteronomium,12,17,Law,100664,אֱכֹ֣ל,>KL[,verb,אֱכֹ֣ל,eat,>KL[
Deuteronomium,12,17,Law,100666,שְׁעָרֶ֗יךָ,C<R/,subs,שְׁעָרֶ֗יךָ,gate,C<R/
Deuteronomium,12,17,Law,100667,מַעְשַׂ֤ר,M<FR/,subs,מַעְשַׂ֤ר,tenth,M<FR/
Deuteronomium,12,17,Law,100668,דְּגָֽנְךָ֙,DGN/,subs,דְּגָֽנְךָ֙,corn,DGN/
Deuteronomium,12,17,Law,100670,תִֽירֹשְׁךָ֣,TJRWC/,subs,תִֽירֹשְׁךָ֣,wine,TJRWC/
Deuteronomium,12,17,Law,100672,יִצְהָרֶ֔ךָ,JYHR/,subs,יִצְהָרֶ֔ךָ,oil,JYHR/
Deuteronomium,12,17,Law,100674,בְכֹרֹ֥ת,BKR/,subs,בְכֹרֹ֥ת,first-born,BKR/
Deuteronomium,12,17,Law,100675,בְּקָרְךָ֖,BQR/,subs,בְּקָרְךָ֖,cattle,BQR/
Deuteronomium,12,17,Law,100677,צֹאנֶ֑ךָ,Y>N/,subs,צֹאנֶ֑ךָ,cattle,Y>N/
Deuteronomium,12,17,Law,100679,כָל־,KL/,subs,כָל,whole,KL/
Deuteronomium,12,17,Law,100680,נְדָרֶ֨יךָ֙,NDR/,subs,נְדָרֶ֨יךָ֙,vow,NDR/
Deuteronomium,12,17,Law,100682,תִּדֹּ֔ר,NDR[,verb,תִּדֹּ֔ר,vow,NDR[
Deuteronomium,12,17,Law,100684,נִדְבֹתֶ֖יךָ,NDBH/,subs,נִדְבֹתֶ֖יךָ,free will,NDBH/
Deuteronomium,12,17,Law,100686,תְרוּמַ֥ת,TRWMH/,subs,תְרוּמַ֥ת,contribution,TRWMH/
Deuteronomium,12,17,Law,100687,יָדֶֽךָ׃,JD/,subs,יָדֶֽךָ,hand,JD/
Deuteronomium,12,18,Law,100691,פְנֵי֩,PNH/,subs,פְנֵי֩,face,PNH/
Deuteronomium,12,18,Law,100693,אֱלֹהֶ֜יךָ,>LHJM/,subs,אֱלֹהֶ֜יךָ,god(s),>LHJM/
Deuteronomium,12,18,Law,100694,תֹּאכְלֶ֗נּוּ,>KL[,verb,תֹּאכְלֶ֗נּוּ,eat,>KL[
Deuteronomium,12,18,Law,100697,מָּקֹום֙,MQWM/,subs,מָּקֹום֙,place,MQWM/
Deuteronomium,12,18,Law,100699,יִבְחַ֜ר,BXR[,verb,יִבְחַ֜ר,examine,BXR[
Deuteronomium,12,18,Law,100701,אֱלֹהֶיךָ֮,>LHJM/,subs,אֱלֹהֶיךָ֮,god(s),>LHJM/
Deuteronomium,12,18,Law,100705,בִנְךָ֤,BN/,subs,בִנְךָ֤,son,BN/
Deuteronomium,12,18,Law,100707,בִתֶּ֨ךָ֙,BT/,subs,בִתֶּ֨ךָ֙,daughter,BT/
Deuteronomium,12,18,Law,100709,עַבְדְּךָ֣,<BD/,subs,עַבְדְּךָ֣,servant,<BD/
Deuteronomium,12,18,Law,100711,אֲמָתֶ֔ךָ,>MH/,subs,אֲמָתֶ֔ךָ,handmaid,>MH/
Deuteronomium,12,18,Law,100714,לֵּוִ֖י,LWJ/,adjv,לֵּוִ֖י,Levite,LWJ/
Deuteronomium,12,18,Law,100717,שְׁעָרֶ֑יךָ,C<R/,subs,שְׁעָרֶ֑יךָ,gate,C<R/
Deuteronomium,12,18,Law,100719,שָׂמַחְתָּ֗,FMX[,verb,שָׂמַחְתָּ֗,rejoice,FMX[
Deuteronomium,12,18,Law,100721,פְנֵי֙,PNH/,subs,פְנֵי֙,face,PNH/
Deuteronomium,12,18,Law,100723,אֱלֹהֶ֔יךָ,>LHJM/,subs,אֱלֹהֶ֔יךָ,god(s),>LHJM/
Deuteronomium,12,18,Law,100725,כֹ֖ל,KL/,subs,כֹ֖ל,whole,KL/
Deuteronomium,12,18,Law,100726,מִשְׁלַ֥ח,MCLX/,subs,מִשְׁלַ֥ח,undertaking,MCLX/
Deuteronomium,12,18,Law,100727,יָדֶֽךָ׃,JD/,subs,יָדֶֽךָ,hand,JD/
Deuteronomium,12,19,Law,100728,הִשָּׁ֣מֶר,CMR[,verb,הִשָּׁ֣מֶר,keep,CMR[
Deuteronomium,12,19,Law,100731,תַּעֲזֹ֖ב,<ZB[,verb,תַּעֲזֹ֖ב,leave,<ZB[
Deuteronomium,12,19,Law,100734,לֵּוִ֑י,LWJ/,adjv,לֵּוִ֑י,Levite,LWJ/
Deuteronomium,12,19,Law,100735,כָּל־,KL/,subs,כָּל,whole,KL/
Deuteronomium,12,19,Law,100736,יָמֶ֖יךָ,JWM/,subs,יָמֶ֖יךָ,day,JWM/
Deuteronomium,12,19,Law,100738,אַדְמָתֶֽךָ׃ ס,>DMH/,subs,אַדְמָתֶֽךָ,soil,>DMH/
Deuteronomium,12,20,Law,100740,יַרְחִיב֩,RXB[,verb,יַרְחִיב֩,be wide,RXB[
Deuteronomium,12,20,Law,100742,אֱלֹהֶ֥יךָ,>LHJM/,subs,אֱלֹהֶ֥יךָ,god(s),>LHJM/
Deuteronomium,12,20,Law,100744,גְּבֽוּלְךָ֮,GBWL/,subs,גְּבֽוּלְךָ֮,boundary,GBWL/
Deuteronomium,12,20,Law,100747,דִּבֶּר־,DBR[,verb,דִּבֶּר,speak,DBR[
Deuteronomium,12,20,Law,100750,אָמַרְתָּ֙,>MR[,verb,אָמַרְתָּ֙,say,>MR[
Deuteronomium,12,20,Law,100751,אֹכְלָ֣ה,>KL[,verb,אֹכְלָ֣ה,eat,>KL[
Deuteronomium,12,20,Law,100752,בָשָׂ֔ר,BFR/,subs,בָשָׂ֔ר,flesh,BFR/
Deuteronomium,12,20,Law,100754,תְאַוֶּ֥ה,>WH[,verb,תְאַוֶּ֥ה,wish,>WH[
Deuteronomium,12,20,Law,100755,נַפְשְׁךָ֖,NPC/,subs,נַפְשְׁךָ֖,soul,NPC/
Deuteronomium,12,20,Law,100757,אֱכֹ֣ל,>KL[,verb,אֱכֹ֣ל,eat,>KL[
Deuteronomium,12,20,Law,100758,בָּשָׂ֑ר,BFR/,subs,בָּשָׂ֑ר,flesh,BFR/
Deuteronomium,12,20,Law,100760,כָל־,KL/,subs,כָל,whole,KL/
Deuteronomium,12,20,Law,100761,אַוַּ֥ת,>WH/,subs,אַוַּ֥ת,desire,>WH/
Deuteronomium,12,20,Law,100762,נַפְשְׁךָ֖,NPC/,subs,נַפְשְׁךָ֖,soul,NPC/
Deuteronomium,12,20,Law,100763,תֹּאכַ֥ל,>KL[,verb,תֹּאכַ֥ל,eat,>KL[
Deuteronomium,12,20,Law,100764,בָּשָֽׂר׃,BFR/,subs,בָּשָֽׂר,flesh,BFR/
Deuteronomium,12,21,Law,100766,יִרְחַ֨ק,RXQ[,verb,יִרְחַ֨ק,be far,RXQ[
Deuteronomium,12,21,Law,100769,מָּקֹ֗ום,MQWM/,subs,מָּקֹ֗ום,place,MQWM/
Deuteronomium,12,21,Law,100771,יִבְחַ֜ר,BXR[,verb,יִבְחַ֜ר,examine,BXR[
Deuteronomium,12,21,Law,100773,אֱלֹהֶיךָ֮,>LHJM/,subs,אֱלֹהֶיךָ֮,god(s),>LHJM/
Deuteronomium,12,21,Law,100775,שׂ֣וּם,FJM[,verb,שׂ֣וּם,put,FJM[
Deuteronomium,12,21,Law,100776,שְׁמֹ֣ו,CM/,subs,שְׁמֹ֣ו,name,CM/
Deuteronomium,12,21,Law,100777,שָׁם֒,CM,advb,שָׁם֒,there,CM
