book,chapter,verse,genre,word_node,word,lex,pos,word_hebrew,lemma_hebrew
Genesis,40,16,Narrative,22205,הָ,H,art,הָ,הָ
Genesis,40,16,Narrative,22206,אֹפִ֖ים ,>PH/,subs,אֹפִ֖ים,אֹף
Genesis,40,16,Narrative,22207,כִּ֣י ,KJ,conj,כִּ֣י,כִּי
Genesis,40,16,Narrative,22208,טֹ֣וב ,VWB/,adjv,טֹ֣וב,טֹוב
Genesis,40,16,Narrative,22209,פָּתָ֑ר ,PTR[,verb,פָּתָ֑ר,פָּתָר
Genesis,40,16,Narrative,22210,וַ,W,conj,וַ,וַ
Genesis,40,16,Narrative,22211,יֹּ֨אמֶר֙ ,>MR[,verb,יֹּ֨אמֶר֙,אמֶר
Genesis,40,16,Narrative,22212,אֶל־,>L,prep,אֶל,אֶל
Genesis,40,16,Narrative,22213,יֹוסֵ֔ף ,JWSP/,nmpr,יֹוסֵ֔ף,יֹוסֵף
Genesis,40,16,Narrative,22214,אַף־,>P,advb,אַף,אַף
Genesis,40,16,Narrative,22215,אֲנִי֙ ,>NJ,prps,אֲנִי֙,אֲנִי
Genesis,40,16,Narrative,22216,בַּ,B,prep,בַּ,בַּ
Genesis,40,16,Narrative,22217,חֲלֹומִ֔י ,XLWM/,subs,חֲלֹומִ֔י,חֲלֹום
Genesis,40,16,Narrative,22218,וְ,W,conj,וְ,וְ
Genesis,40,16,Narrative,22219,הִנֵּ֗ה ,HNH,intj,הִנֵּ֗ה,הִנֵּה
Genesis,40,16,Narrative,22220,שְׁלֹשָׁ֛ה ,CLC/,subs,שְׁלֹשָׁ֛ה,שְׁלֹשׁ
Genesis,40,16,Narrative,22221,סַלֵּ֥י ,SL/,subs,סַלֵּ֥י,סַלּ
Genesis,40,16,Narrative,22222,חֹרִ֖י ,XRJ==/,subs,חֹרִ֖י,חֹרִי
Genesis,40,16,Narrative,22223,עַל־,<L,prep,עַל,עַל
Genesis,40,16,Narrative,22224,רֹאשִֽׁי׃ ,R>C/,subs,רֹאשִֽׁי,רֹאשׁ
Genesis,40,17,Narrative,22225,וּ,W,conj,וּ,וּ
Genesis,40,17,Narrative,22226,בַ,B,prep,בַ,בַ
Genesis,40,17,Narrative,22227,,H,art,,
Genesis,40,17,Narrative,22228,סַּ֣ל ,SL/,subs,סַּ֣ל,סַּל
Genesis,40,17,Narrative,22229,הָֽ,H,art,הָֽ,הָ
Genesis,40,17,Narrative,22230,עֶלְיֹו֔ן ,<LJWN/,adjv,עֶלְיֹו֔ן,עֶלְיֹון
Genesis,40,17,Narrative,22231,מִ,MN,prep,מִ,מִ
Genesis,40,17,Narrative,22232,כֹּ֛ל ,KL/,subs,כֹּ֛ל,כֹּל
Genesis,40,17,Narrative,22233,מַאֲכַ֥ל ,M>KL/,subs,מַאֲכַ֥ל,מַאֲכַל
Genesis,40,17,Narrative,22234,פַּרְעֹ֖ה ,PR<H/,subs,פַּרְעֹ֖ה,פַּרְעֹה
Genesis,40,17,Narrative,22235,מַעֲשֵׂ֣ה ,M<FH/,subs,מַעֲשֵׂ֣ה,מַעֲשֵׂה
Genesis,40,17,Narrative,22236,אֹפֶ֑ה ,>PH/,subs,אֹפֶ֑ה,אֹפֶה
Genesis,40,17,Narrative,22237,וְ,W,conj,וְ,וְ
Genesis,40,17,Narrative,22238,הָ,H,art,הָ,הָ
Genesis,40,17,Narrative,22239,עֹ֗וף ,<WP/,subs,עֹ֗וף,עֹוף
Genesis,40,17,Narrative,22240,אֹכֵ֥ל ,>KL[,verb,אֹכֵ֥ל,אֹכֵל
Genesis,40,17,Narrative,22241,אֹתָ֛ם ,>T,prep,אֹתָ֛ם,אֹת
Genesis,40,17,Narrative,22242,מִן־,MN,prep,מִן,מִן
Genesis,40,17,Narrative,22243,הַ,H,art,הַ,הַ
Genesis,40,17,Narrative,22244,סַּ֖ל ,SL/,subs,סַּ֖ל,סַּל
Genesis,40,17,Narrative,22245,מֵ,MN,prep,מֵ,מֵ
Genesis,40,17,Narrative,22246,עַ֥ל ,<L,prep,עַ֥ל,עַל
Genesis,40,17,Narrative,22247,רֹאשִֽׁי׃ ,R>C/,subs,רֹאשִֽׁי,רֹאשׁ
Genesis,40,18,Narrative,22248,וַ,W,conj,וַ,וַ
Genesis,40,18,Narrative,22249,יַּ֤עַן ,<NH[,verb,יַּ֤עַן,עַן
Genesis,40,18,Narrative,22250,יֹוסֵף֙ ,JWSP/,nmpr,יֹוסֵף֙,יֹוסֵף
Genesis,40,18,Narrative,22251,וַ,W,conj,וַ,וַ
Genesis,40,18,Narrative,22252,יֹּ֔אמֶר ,>MR[,verb,יֹּ֔אמֶר,אמֶר
Genesis,40,18,Narrative,22253,זֶ֖ה ,ZH,prde,זֶ֖ה,זֶה
Genesis,40,18,Narrative,22254,פִּתְרֹנֹ֑ו ,PTRWN/,subs,פִּתְרֹנֹ֑ו,פִּתְרֹן
Genesis,40,18,Narrative,22255,שְׁלֹ֨שֶׁת֙ ,CLC/,subs,שְׁלֹ֨שֶׁת֙,שְׁלֹשׁ
Genesis,40,18,Narrative,22256,הַ,H,art,הַ,הַ
Genesis,40,18,Narrative,22257,סַּלִּ֔ים ,SL/,subs,סַּלִּ֔ים,סַּלּ
Genesis,40,18,Narrative,22258,שְׁלֹ֥שֶׁת ,CLC/,subs,שְׁלֹ֥שֶׁת,שְׁלֹשׁ
Genesis,40,18,Narrative,22259,יָמִ֖ים ,JWM/,subs,יָמִ֖ים,יָם
Genesis,40,18,Narrative,22260,הֵֽם׃ ,HM,prps,הֵֽם,הֵם
Genesis,40,19,Narrative,22261,בְּ,B,prep,בְּ,בְּ
Genesis,40,19,Narrative,22262,עֹ֣וד׀ ,<WD/,subs,עֹ֣וד,עֹוד
Genesis,40,19,Narrative,22263,שְׁלֹ֣שֶׁת ,CLC/,subs,שְׁלֹ֣שֶׁת,שְׁלֹשׁ
Genesis,40,19,Narrative,22264,יָמִ֗ים ,JWM/,subs,יָמִ֗ים,יָם
Genesis,40,19,Narrative,22265,יִשָּׂ֨א ,NF>[,verb,יִשָּׂ֨א,שָּׂא
Genesis,40,19,Narrative,22266,פַרְעֹ֤ה ,PR<H/,subs,פַרְעֹ֤ה,פַרְעֹה
Genesis,40,19,Narrative,22267,אֶת־,>T,prep,אֶת,אֶת
Genesis,40,19,Narrative,22268,רֹֽאשְׁךָ֙ ,R>C/,subs,רֹֽאשְׁךָ֙,רֹאשׁ
Genesis,40,19,Narrative,22269,מֵֽ,MN,prep,מֵֽ,מֵ
Genesis,40,19,Narrative,22270,עָלֶ֔יךָ ,<L,prep,עָלֶ֔יךָ,עָלֶי
Genesis,40,19,Narrative,22271,וְ,W,conj,וְ,וְ
Genesis,40,19,Narrative,22272,תָלָ֥ה ,TLH[,verb,תָלָ֥ה,תָלָה
Genesis,40,19,Narrative,22273,אֹותְךָ֖ ,>T,prep,אֹותְךָ֖,אֹות
Genesis,40,19,Narrative,22274,עַל־,<L,prep,עַל,עַל
Genesis,40,19,Narrative,22275,עֵ֑ץ ,<Y/,subs,עֵ֑ץ,עֵץ
Genesis,40,19,Narrative,22276,וְ,W,conj,וְ,וְ
Genesis,40,19,Narrative,22277,אָכַ֥ל ,>KL[,verb,אָכַ֥ל,אָכַל
Genesis,40,19,Narrative,22278,הָ,H,art,הָ,הָ
Genesis,40,19,Narrative,22279,עֹ֛וף ,<WP/,subs,עֹ֛וף,עֹוף
Genesis,40,19,Narrative,22280,אֶת־,>T,prep,אֶת,אֶת
Genesis,40,19,Narrative,22281,בְּשָׂרְךָ֖ ,BFR/,subs,בְּשָׂרְךָ֖,בְּשָׂר
Genesis,40,19,Narrative,22282,מֵ,MN,prep,מֵ,מֵ
Genesis,40,19,Narrative,22283,עָלֶֽיךָ׃ ,<L,prep,עָלֶֽיךָ,עָלֶי
Genesis,40,20,Narrative,22284,וַ,W,conj,וַ,וַ
Genesis,40,20,Narrative,22285,יְהִ֣י׀ ,HJH[,verb,יְהִ֣י,הִי
Genesis,40,20,Narrative,22286,בַּ,B,prep,בַּ,בַּ
Genesis,40,20,Narrative,22287,,H,art,,
Genesis,40,20,Narrative,22288,יֹּ֣ום ,JWM/,subs,יֹּ֣ום,יֹּום
Genesis,40,20,Narrative,22289,הַ,H,art,הַ,הַ
Genesis,40,20,Narrative,22290,שְּׁלִישִׁ֗י ,CLJCJ/,adjv,שְּׁלִישִׁ֗י,שְּׁלִישִׁי
Genesis,40,20,Narrative,22291,יֹ֚ום ,JWM/,subs,יֹ֚ום,יֹום
Genesis,40,20,Narrative,22292,הֻלֶּ֣דֶת ,JLD[,verb,הֻלֶּ֣דֶת,לֶּד
Genesis,40,20,Narrative,22293,אֶת־,>T,prep,אֶת,אֶת
Genesis,40,20,Narrative,22294,פַּרְעֹ֔ה ,PR<H/,subs,פַּרְעֹ֔ה,פַּרְעֹה
Genesis,40,20,Narrative,22295,וַ,W,conj,וַ,וַ
Genesis,40,20,Narrative,22296,יַּ֥עַשׂ ,<FH[,verb,יַּ֥עַשׂ,עַשׂ
Genesis,40,20,Narrative,22297,מִשְׁתֶּ֖ה ,MCTH/,subs,מִשְׁתֶּ֖ה,מִשְׁתֶּה
Genesis,40,20,Narrative,22298,לְ,L,prep,לְ,לְ
Genesis,40,20,Narrative,22299,כָל־,KL/,subs,כָל,כָל
Genesis,40,20,Narrative,22300,עֲבָדָ֑יו ,<BD/,subs,עֲבָדָ֑יו,עֲבָד
Genesis,40,20,Narrative,22301,וַ,W,conj,וַ,וַ
Genesis,40,20,Narrative,22302,יִּשָּׂ֞א ,NF>[,verb,יִּשָּׂ֞א,שָּׂא
Genesis,40,20,Narrative,22303,אֶת־,>T,prep,אֶת,אֶת
Genesis,40,20,Narrative,22304,רֹ֣אשׁ׀ ,R>C/,subs,רֹ֣אשׁ,רֹאשׁ
Genesis,40,20,Narrative,22305,שַׂ֣ר ,FR/,subs,שַׂ֣ר,שַׂר
Genesis,40,20,Narrative,22306,הַ,H,art,הַ,הַ
Genesis,40,20,Narrative,22307,מַּשְׁקִ֗ים ,CQH[,verb,מַּשְׁקִ֗ים,שְׁק
Genesis,40,20,Narrative,22308,וְ,W,conj,וְ,וְ
Genesis,40,20,Narrative,22309,אֶת־,>T,prep,אֶת,אֶת
Genesis,40,20,Narrative,22310,רֹ֛אשׁ ,R>C/,subs,רֹ֛אשׁ,רֹאשׁ
Genesis,40,20,Narrative,22311,שַׂ֥ר ,FR/,subs,שַׂ֥ר,שַׂר
Genesis,40,20,Narrative,22312,הָ,H,art,הָ,הָ
Genesis,40,20,Narrative,22313,אֹפִ֖ים ,>PH/,subs,אֹפִ֖ים,אֹף
Genesis,40,20,Narrative,22314,בְּ,B,prep,בְּ,בְּ
Genesis,40,20,Narrative,22315,תֹ֥וךְ ,TWK/,subs,תֹ֥וךְ,תֹוךְ
Genesis,40,20,Narrative,22316,עֲבָדָֽיו׃ ,<BD/,subs,עֲבָדָֽיו,עֲבָד
Genesis,40,21,Narrative,22317,וַ,W,conj,וַ,וַ
Genesis,40,21,Narrative,22318,יָּ֛שֶׁב ,CWB[,verb,יָּ֛שֶׁב,שֶׁב
Genesis,40,21,Narrative,22319,אֶת־,>T,prep,אֶת,אֶת
Genesis,40,21,Narrative,22320,שַׂ֥ר ,FR/,subs,שַׂ֥ר,שַׂר
Genesis,40,21,Narrative,22321,הַ,H,art,הַ,הַ
Genesis,40,21,Narrative,22322,מַּשְׁקִ֖ים ,CQH[,verb,מַּשְׁקִ֖ים,שְׁק
Genesis,40,21,Narrative,22323,עַל־,<L,prep,עַל,עַל
Genesis,40,21,Narrative,22324,מַשְׁקֵ֑הוּ ,MCQH/,subs,מַשְׁקֵ֑הוּ,מַשְׁק
Genesis,40,21,Narrative,22325,וַ,W,conj,וַ,וַ
Genesis,40,21,Narrative,22326,יִּתֵּ֥ן ,NTN[,verb,יִּתֵּ֥ן,תֵּן
Genesis,40,21,Narrative,22327,הַ,H,art,הַ,הַ
Genesis,40,21,Narrative,22328,כֹּ֖וס ,KWS/,subs,כֹּ֖וס,כֹּוס
Genesis,40,21,Narrative,22329,עַל־,<L,prep,עַל,עַל
Genesis,40,21,Narrative,22330,כַּ֥ף ,KP/,subs,כַּ֥ף,כַּף
Genesis,40,21,Narrative,22331,פַּרְעֹֽה׃ ,PR<H/,subs,פַּרְעֹֽה,פַּרְעֹה
Genesis,40,22,Narrative,22332,וְ,W,conj,וְ,וְ
Genesis,40,22,Narrative,22333,אֵ֛ת ,>T,prep,אֵ֛ת,אֵת
Genesis,40,22,Narrative,22334,שַׂ֥ר ,FR/,subs,שַׂ֥ר,שַׂר
Genesis,40,22,Narrative,22335,הָ,H,art,הָ,הָ
Genesis,40,22,Narrative,22336,אֹפִ֖ים ,>PH/,subs,אֹפִ֖ים,אֹף
Genesis,40,22,Narrative,22337,תָּלָ֑ה ,TLH[,verb,תָּלָ֑ה,תָּלָה
Genesis,40,22,Narrative,22338,כַּ,K,prep,כַּ,כַּ
Genesis,40,22,Narrative,22339,אֲשֶׁ֥ר ,>CR,conj,אֲשֶׁ֥ר,אֲשֶׁר
Genesis,40,22,Narrative,22340,פָּתַ֛ר ,PTR[,verb,פָּתַ֛ר,פָּתַר
Genesis,40,22,Narrative,22341,לָהֶ֖ם ,L,prep,לָהֶ֖ם,ל
Genesis,40,22,Narrative,22342,יֹוסֵֽף׃ ,JWSP/,nmpr,יֹוסֵֽף,יֹוסֵף
Genesis,40,23,Narrative,22343,וְ,W,conj,וְ,וְ
Genesis,40,23,Narrative,22344,לֹֽא־,L>,nega,לֹֽא,לֹא
Genesis,40,23,Narrative,22345,זָכַ֧ר ,ZKR[,verb,זָכַ֧ר,זָכַר
Genesis,40,23,Narrative,22346,שַֽׂר־,FR/,subs,שַֽׂר,שַׂר
Genesis,40,23,Narrative,22347,הַ,H,art,הַ,הַ
Genesis,40,23,Narrative,22348,מַּשְׁקִ֛ים ,CQH[,verb,מַּשְׁקִ֛ים,שְׁק
Genesis,40,23,Narrative,22349,אֶת־,>T,prep,אֶת,אֶת
Genesis,40,23,Narrative,22350,יֹוסֵ֖ף ,JWSP/,nmpr,יֹוסֵ֖ף,יֹוסֵף
Genesis,40,23,Narrative,22351,וַ,W,conj,וַ,וַ
Genesis,40,23,Narrative,22352,יִּשְׁכָּחֵֽהוּ׃ פ ,CKX[,verb,יִּשְׁכָּחֵֽהוּ,שְׁכָּח
Genesis,41,1,Narrative,22353,וַ,W,conj,וַ,וַ
Genesis,41,1,Narrative,22354,יְהִ֕י ,HJH[,verb,יְהִ֕י,הִי
Genesis,41,1,Narrative,22355,מִ,MN,prep,מִ,מִ
Genesis,41,1,Narrative,22356,קֵּ֖ץ ,QY/,subs,קֵּ֖ץ,קֵּץ
Genesis,41,1,Narrative,22357,שְׁנָתַ֣יִם ,CNH/,subs,שְׁנָתַ֣יִם,שְׁן
Genesis,41,1,Narrative,22358,יָמִ֑ים ,JWM/,subs,יָמִ֑ים,יָם
Genesis,41,1,Narrative,22359,וּ,W,conj,וּ,וּ
Genesis,41,1,Narrative,22360,פַרְעֹ֣ה ,PR<H/,subs,פַרְעֹ֣ה,פַרְעֹה
Genesis,41,1,Narrative,22361,חֹלֵ֔ם ,XLM[,verb,חֹלֵ֔ם,חֹלֵם
Genesis,41,1,Narrative,22362,וְ,W,conj,וְ,וְ
Genesis,41,1,Narrative,22363,הִנֵּ֖ה ,HNH,intj,הִנֵּ֖ה,הִנֵּה
Genesis,41,1,Narrative,22364,עֹמֵ֥ד ,<MD[,verb,עֹמֵ֥ד,עֹמֵד
Genesis,41,1,Narrative,22365,עַל־,<L,prep,עַל,עַל
Genesis,41,1,Narrative,22366,הַ,H,art,הַ,הַ
Genesis,41,1,Narrative,22367,יְאֹֽר׃ ,J>R=/,nmpr,יְאֹֽר,יְאֹר
Genesis,41,2,Narrative,22368,וְ,W,conj,וְ,וְ
Genesis,41,2,Narrative,22369,הִנֵּ֣ה ,HNH,intj,הִנֵּ֣ה,הִנֵּה
Genesis,41,2,Narrative,22370,מִן־,MN,prep,מִן,מִן
Genesis,41,2,Narrative,22371,הַ,H,art,הַ,הַ
Genesis,41,2,Narrative,22372,יְאֹ֗ר ,J>R=/,nmpr,יְאֹ֗ר,יְאֹר
Genesis,41,2,Narrative,22373,עֹלֹת֙ ,<LH[,verb,עֹלֹת֙,עֹל
Genesis,41,2,Narrative,22374,שֶׁ֣בַע ,CB</,subs,שֶׁ֣בַע,שֶׁבַע
Genesis,41,2,Narrative,22375,פָּרֹ֔ות ,PRH/,subs,פָּרֹ֔ות,פָּר
Genesis,41,2,Narrative,22376,יְפֹ֥ות ,JPH/,adjv,יְפֹ֥ות,יְף
Genesis,41,2,Narrative,22377,מַרְאֶ֖ה ,MR>H/,subs,מַרְאֶ֖ה,מַרְאֶה
Genesis,41,2,Narrative,22378,וּ,W,conj,וּ,וּ
Genesis,41,2,Narrative,22379,בְרִיאֹ֣ת ,BRJ>/,adjv,בְרִיאֹ֣ת,בְרִיא
Genesis,41,2,Narrative,22380,בָּשָׂ֑ר ,BFR/,subs,בָּשָׂ֑ר,בָּשָׂר
Genesis,41,2,Narrative,22381,וַ,W,conj,וַ,וַ
Genesis,41,2,Narrative,22382,תִּרְעֶ֖ינָה ,R<H[,verb,תִּרְעֶ֖ינָה,רְעֶי
Genesis,41,2,Narrative,22383,בָּ,B,prep,בָּ,בָּ
Genesis,41,2,Narrative,22384,,H,art,,
Genesis,41,2,Narrative,22385,אָֽחוּ׃ ,>XW/,subs,אָֽחוּ,אָחוּ
Genesis,41,3,Narrative,22386,וְ,W,conj,וְ,וְ
Genesis,41,3,Narrative,22387,הִנֵּ֞ה ,HNH,intj,הִנֵּ֞ה,הִנֵּה
Genesis,41,3,Narrative,22388,שֶׁ֧בַע ,CB</,subs,שֶׁ֧בַע,שֶׁבַע
Genesis,41,3,Narrative,22389,פָּרֹ֣ות ,PRH/,subs,פָּרֹ֣ות,פָּר
Genesis,41,3,Narrative,22390,אֲחֵרֹ֗ות ,>XR=/,adjv,אֲחֵרֹ֗ות,אֲחֵר
Genesis,41,3,Narrative,22391,עֹלֹ֤ות ,<LH[,verb,עֹלֹ֤ות,עֹל
Genesis,41,3,Narrative,22392,אַחֲרֵיהֶן֙ ,>XR/,subs,אַחֲרֵיהֶן֙,אַחֲר
Genesis,41,3,Narrative,22393,מִן־,MN,prep,מִן,מִן
Genesis,41,3,Narrative,22394,הַ,H,art,הַ,הַ
Genesis,41,3,Narrative,22395,יְאֹ֔ר ,J>R=/,nmpr,יְאֹ֔ר,יְאֹר
Genesis,41,3,Narrative,22396,רָעֹ֥ות ,R</,adjv,רָעֹ֥ות,רָע
Genesis,41,3,Narrative,22397,מַרְאֶ֖ה ,MR>H/,subs,מַרְאֶ֖ה,מַרְאֶה
Genesis,41,3,Narrative,22398,וְ,W,conj,וְ,וְ
Genesis,41,3,Narrative,22399,דַקֹּ֣ות ,DQ/,adjv,דַקֹּ֣ות,דַקּ
Genesis,41,3,Narrative,22400,בָּשָׂ֑ר ,BFR/,subs,בָּשָׂ֑ר,בָּשָׂר
Genesis,41,3,Narrative,22401,וַֽ,W,conj,וַֽ,וַ
Genesis,41,3,Narrative,22402,תַּעֲמֹ֛דְנָה ,<MD[,verb,תַּעֲמֹ֛דְנָה,עֲמֹדְ
Genesis,41,3,Narrative,22403,אֵ֥צֶל ,>YL/,subs,אֵ֥צֶל,אֵצֶל
Genesis,41,3,Narrative,22404,הַ,H,art,הַ,הַ
Genesis,41,3,Narrative,22405,פָּרֹ֖ות ,PRH/,subs,פָּרֹ֖ות,פָּר
Genesis,41,3,Narrative,22406,עַל־,<L,prep,עַל,עַל
Genesis,41,3,Narrative,22407,שְׂפַ֥ת ,FPH/,subs,שְׂפַ֥ת,שְׂף
Genesis,41,3,Narrative,22408,הַ,H,art,הַ,הַ
Genesis,41,3,Narrative,22409,יְאֹֽר׃ ,J>R=/,nmpr,יְאֹֽר,יְאֹר
Genesis,41,4,Narrative,22410,וַ,W,conj,וַ,וַ
Genesis,41,4,Narrative,22411,תֹּאכַ֣לְנָה ,>KL[,verb,תֹּאכַ֣לְנָה,אכַלְ
Genesis,41,4,Narrative,22412,הַ,H,art,הַ,הַ
Genesis,41,4,Narrative,22413,פָּרֹ֗ות ,PRH/,subs,פָּרֹ֗ות,פָּר
Genesis,41,4,Narrative,22414,רָעֹ֤ות ,R</,adjv,רָעֹ֤ות,רָע
Genesis,41,4,Narrative,22415,הַ,H,art,הַ,הַ
Genesis,41,4,Narrative,22416,מַּרְאֶה֙ ,MR>H/,subs,מַּרְאֶה֙,מַּרְאֶה
Genesis,41,4,Narrative,22417,וְ,W,conj,וְ,וְ
Genesis,41,4,Narrative,22418,דַקֹּ֣ת ,DQ/,adjv,דַקֹּ֣ת,דַקּ
Genesis,41,4,Narrative,22419,הַ,H,art,הַ,הַ
Genesis,41,4,Narrative,22420,בָּשָׂ֔ר ,BFR/,subs,בָּשָׂ֔ר,בָּשָׂר
Genesis,41,4,Narrative,22421,אֵ֚ת ,>T,prep,אֵ֚ת,אֵת
Genesis,41,4,Narrative,22422,שֶׁ֣בַע ,CB</,subs,שֶׁ֣בַע,שֶׁבַע
Genesis,41,4,Narrative,22423,הַ,H,art,הַ,הַ
Genesis,41,4,Narrative,22424,פָּרֹ֔ות ,PRH/,subs,פָּרֹ֔ות,פָּר
Genesis,41,4,Narrative,22425,יְפֹ֥ת ,JPH/,adjv,יְפֹ֥ת,יְף
Genesis,41,4,Narrative,22426,הַ,H,art,הַ,הַ
Genesis,41,4,Narrative,22427,מַּרְאֶ֖ה ,MR>H/,subs,מַּרְאֶ֖ה,מַּרְאֶה
Genesis,41,4,Narrative,22428,וְ,W,conj,וְ,וְ
Genesis,41,4,Narrative,22429,הַ,H,art,הַ,הַ
Genesis,41,4,Narrative,22430,בְּרִיאֹ֑ת ,BRJ>/,adjv,בְּרִיאֹ֑ת,בְּרִיא
Genesis,41,4,Narrative,22431,וַ,W,conj,וַ,וַ
Genesis,41,4,Narrative,22432,יִּיקַ֖ץ ,JQY[,verb,יִּיקַ֖ץ,יקַץ
Genesis,41,4,Narrative,22433,פַּרְעֹֽה׃ ,PR<H/,subs,פַּרְעֹֽה,פַּרְעֹה
Genesis,41,5,Narrative,22434,וַ,W,conj,וַ,וַ
Genesis,41,5,Narrative,22435,יִּישָׁ֕ן ,JCN=[,verb,יִּישָׁ֕ן,ישָׁן
Genesis,41,5,Narrative,22436,וַֽ,W,conj,וַֽ,וַ
Genesis,41,5,Narrative,22437,יַּחֲלֹ֖ם ,XLM[,verb,יַּחֲלֹ֖ם,חֲלֹם
Genesis,41,5,Narrative,22438,שֵׁנִ֑ית ,CNJ/,adjv,שֵׁנִ֑ית,שֵׁנִי
Genesis,41,5,Narrative,22439,וְ,W,conj,וְ,וְ
Genesis,41,5,Narrative,22440,הִנֵּ֣ה׀ ,HNH,intj,הִנֵּ֣ה,הִנֵּה
Genesis,41,5,Narrative,22441,שֶׁ֣בַע ,CB</,subs,שֶׁ֣בַע,שֶׁבַע
Genesis,41,5,Narrative,22442,שִׁבֳּלִ֗ים ,CBLT/,subs,שִׁבֳּלִ֗ים,שִׁבֳּל
Genesis,41,5,Narrative,22443,עֹלֹ֛ות ,<LH[,verb,עֹלֹ֛ות,עֹל
Genesis,41,5,Narrative,22444,בְּ,B,prep,בְּ,בְּ
Genesis,41,5,Narrative,22445,קָנֶ֥ה ,QNH/,subs,קָנֶ֥ה,קָנֶה
Genesis,41,5,Narrative,22446,אֶחָ֖ד ,>XD/,subs,אֶחָ֖ד,אֶחָד
Genesis,41,5,Narrative,22447,בְּרִיאֹ֥ות ,BRJ>/,adjv,בְּרִיאֹ֥ות,בְּרִיא
Genesis,41,5,Narrative,22448,וְ,W,conj,וְ,וְ
Genesis,41,5,Narrative,22449,טֹבֹֽות׃ ,VWB/,adjv,טֹבֹֽות,טֹב
Genesis,41,6,Narrative,22450,וְ,W,conj,וְ,וְ
Genesis,41,6,Narrative,22451,הִנֵּה֙ ,HNH,intj,הִנֵּה֙,הִנֵּה
Genesis,41,6,Narrative,22452,שֶׁ֣בַע ,CB</,subs,שֶׁ֣בַע,שֶׁבַע
Genesis,41,6,Narrative,22453,שִׁבֳּלִ֔ים ,CBLT/,subs,שִׁבֳּלִ֔ים,שִׁבֳּל
Genesis,41,6,Narrative,22454,דַּקֹּ֖ות ,DQ/,adjv,דַּקֹּ֖ות,דַּקּ
Genesis,41,6,Narrative,22455,וּ,W,conj,וּ,וּ
Genesis,41,6,Narrative,22456,שְׁדוּפֹ֣ת ,CDP[,verb,שְׁדוּפֹ֣ת,שְׁדוּף
Genesis,41,6,Narrative,22457,קָדִ֑ים ,QDJM/,subs,קָדִ֑ים,קָדִים
Genesis,41,6,Narrative,22458,צֹמְחֹ֖ות ,YMX[,verb,צֹמְחֹ֖ות,צֹמְח
Genesis,41,6,Narrative,22459,אַחֲרֵיהֶֽן׃ ,>XR/,subs,אַחֲרֵיהֶֽן,אַחֲר
Genesis,41,7,Narrative,22460,וַ,W,conj,וַ,וַ
Genesis,41,7,Narrative,22461,תִּבְלַ֨עְנָה֙ ,BL<[,verb,תִּבְלַ֨עְנָה֙,בְלַעְ
Genesis,41,7,Narrative,22462,הַ,H,art,הַ,הַ
Genesis,41,7,Narrative,22463,שִּׁבֳּלִ֣ים ,CBLT/,subs,שִּׁבֳּלִ֣ים,שִּׁבֳּל
Genesis,41,7,Narrative,22464,הַ,H,art,הַ,הַ
Genesis,41,7,Narrative,22465,דַּקֹּ֔ות ,DQ/,adjv,דַּקֹּ֔ות,דַּקּ
Genesis,41,7,Narrative,22466,אֵ֚ת ,>T,prep,אֵ֚ת,אֵת
Genesis,41,7,Narrative,22467,שֶׁ֣בַע ,CB</,subs,שֶׁ֣בַע,שֶׁבַע
Genesis,41,7,Narrative,22468,הַֽ,H,art,הַֽ,הַ
Genesis,41,7,Narrative,22469,שִּׁבֳּלִ֔ים ,CBLT/,subs,שִּׁבֳּלִ֔ים,שִּׁבֳּל
Genesis,41,7,Narrative,22470,הַ,H,art,הַ,הַ
Genesis,41,7,Narrative,22471,בְּרִיאֹ֖ות ,BRJ>/,adjv,בְּרִיאֹ֖ות,בְּרִיא
Genesis,41,7,Narrative,22472,וְ,W,conj,וְ,וְ
Genesis,41,7,Narrative,22473,הַ,H,art,הַ,הַ
Genesis,41,7,Narrative,22474,מְּלֵאֹ֑ות ,ML>/,adjv,מְּלֵאֹ֑ות,מְּלֵא
Genesis,41,7,Narrative,22475,וַ,W,conj,וַ,וַ
Genesis,41,7,Narrative,22476,יִּיקַ֥ץ ,JQY[,verb,יִּיקַ֥ץ,יקַץ
Genesis,41,7,Narrative,22477,פַּרְעֹ֖ה ,PR<H/,subs,פַּרְעֹ֖ה,פַּרְעֹה
Genesis,41,7,Narrative,22478,וְ,W,conj,וְ,וְ
Genesis,41,7,Narrative,22479,הִנֵּ֥ה ,HNH,intj,הִנֵּ֥ה,הִנֵּה
Genesis,41,7,Narrative,22480,חֲלֹֽום׃ ,XLWM/,subs,חֲלֹֽום,חֲלֹום
Genesis,41,8,Narrative,22481,וַ,W,conj,וַ,וַ
Genesis,41,8,Narrative,22482,יְהִ֤י ,HJH[,verb,יְהִ֤י,הִי
Genesis,41,8,Narrative,22483,בַ,B,prep,בַ,בַ
Genesis,41,8,Narrative,22484,,H,art,,
Genesis,41,8,Narrative,22485,בֹּ֨קֶר֙ ,BQR=/,subs,בֹּ֨קֶר֙,בֹּקֶר
Genesis,41,8,Narrative,22486,וַ,W,conj,וַ,וַ
Genesis,41,8,Narrative,22487,תִּפָּ֣עֶם ,P<M[,verb,תִּפָּ֣עֶם,פָּעֶם
